regime,job_tag,holdout,channel,snr_db,method,repeats,BER_mean,BER_std,BLER_mean,BLER_std,SER_no_denoise_mean,SER_no_denoise_std,SER_after_mean,SER_after_std,SNR_before_dB_mean,SNR_before_dB_std,SNR_after_dB_mean,SNR_after_dB_std,SNR_gain_dB_mean,SNR_gain_dB_std,us_per_frame_mean,us_per_frame_std,BER_mean_std
matched,MATCHED_Impulsive,,Impulsive,5.0,PNND,5,0.08058878580729166,0.011875964311714131,0.29007161458333336,0.03867438037433215,0.0687744140625,0.0003916191325443688,,0.0,0.23897835682191965,0.02014876355953283,,0.0,,0.0,1.373334242771307,0.057514717804327896,8.059e-02 ± 1.19e-02
matched,MATCHED_Impulsive,,Impulsive,5.0,Proposed_CA_CNN_RNND,5,0.04098917643229167,0.0018104895983098144,0.15587565104166667,0.009758433767182495,0.0687744140625,0.0003916191325443688,0.06882832845052084,0.000319796133061969,0.23897835682191965,0.02014876355953283,6.514074151517875,0.01228265950032231,6.275095794695956,0.027632122622238915,1.562099348954386,0.023868420362087747,4.099e-02 ± 1.81e-03
matched,MATCHED_Impulsive,,Impulsive,5.0,RNND_Zhu,5,0.043963623046875,0.0012247315798241164,0.14495442708333334,0.004999885027941115,0.0687744140625,0.0003916191325443688,0.0434600830078125,0.0008536940586238034,0.23897835682191965,0.02014876355953283,8.270845666820726,0.05960045949423624,8.031867309998805,0.06115038534726571,1.546937174149813,0.023989964553057987,4.396e-02 ± 1.22e-03
matched,MATCHED_Impulsive,,Impulsive,5.0,SC,5,0.027473958333333336,0.0010455308211337509,0.06700846354166666,0.0012810599333426035,,0.0,,0.0,,0.0,,0.0,,0.0,2.5045613294120512,0.11963318261892122,2.747e-02 ± 1.05e-03
matched,MATCHED_Impulsive,,Impulsive,6.0,CNN_RNND,5,0.029396565755208333,0.001443484671268528,0.11442057291666667,0.0046802464630568376,0.053975423177083336,0.00023715297906239173,0.05417683919270834,0.00022046471456067842,1.2278990554162639,0.025542822799908205,7.214050703924751,0.011389490763527304,5.986151648508487,0.024109717884909402,1.5597920272133101,0.035582016658037736,2.940e-02 ± 1.44e-03
matched,MATCHED_Impulsive,,Impulsive,6.0,ML,5,0.01798095703125,0.0005860293281088932,0.04381510416666667,0.001332996882268476,,0.0,,0.0,,0.0,,0.0,,0.0,102.2692220715271,3.9273763483889788,1.798e-02 ± 5.86e-04
matched,MATCHED_Impulsive,,Impulsive,6.0,PNND,5,0.06446736653645833,0.013048963360579794,0.23689778645833334,0.040159710488839984,0.053975423177083336,0.00023715297906239173,,0.0,1.2278990554162639,0.025542822799908205,,0.0,,0.0,1.363301691981178,0.06281509729940349,6.447e-02 ± 1.30e-02
matched,MATCHED_Impulsive,,Impulsive,6.0,Proposed_CA_CNN_RNND,5,0.028464762369791667,0.0024336309598524198,0.11134440104166665,0.010420385332733737,0.053975423177083336,0.00023715297906239173,0.0540771484375,0.000194844373671244,1.2278990554162639,0.025542822799908205,7.412854794806305,0.02953944741574896,6.184955739390039,0.0369516930621451,1.587746908171539,0.043959330586592155,2.846e-02 ± 2.43e-03
matched,MATCHED_Impulsive,,Impulsive,6.0,RNND_Zhu,5,0.03133951822916667,0.0005585819174959012,0.106201171875,0.003713738349317914,0.053975423177083336,0.00023715297906239173,0.0356109619140625,0.0002627831461501778,1.2278990554162639,0.025542822799908205,9.129531816837762,0.039626744502139134,7.9016327614214985,0.04429194228126213,1.5244286923158747,0.03515945444154132,3.134e-02 ± 5.59e-04
matched,MATCHED_Impulsive,,Impulsive,6.0,SC,5,0.01807861328125,0.0006181598922323664,0.04407552083333333,0.0013514996209582522,,0.0,,0.0,,0.0,,0.0,,0.0,2.517090024412027,0.11830048295345727,1.808e-02 ± 6.18e-04
matched,MATCHED_Impulsive,,Impulsive,7.0,CNN_RNND,5,0.021657307942708336,0.00025185991217325767,0.08673502604166666,0.0023930486445647874,0.04247334798177083,0.00033085349266751224,0.04246927897135417,0.0003377945003111475,2.241744711986233,0.05019232894838264,8.005068297390247,0.02739137342844573,5.763323585404015,0.04220796960916108,1.5728599142524522,0.06036407411452699,2.166e-02 ± 2.52e-04
matched,MATCHED_Impulsive,,Impulsive,7.0,ML,5,0.011875406901041666,0.0007320191017643771,0.028971354166666668,0.0015916021497076782,,0.0,,0.0,,0.0,,0.0,,0.0,101.4521840014974,3.82299993245447,1.188e-02 ± 7.32e-04
matched,MATCHED_Impulsive,,Impulsive,7.0,PNND,5,0.05324503580729166,0.011263621962865036,0.1974446614583333,0.037878942272565205,0.04247334798177083,0.00033085349266751224,,0.0,2.241744711986233,0.05019232894838264,,0.0,,0.0,1.354936555723422,0.03663175321657706,5.325e-02 ± 1.13e-02
matched,MATCHED_Impulsive,,Impulsive,7.0,Proposed_CA_CNN_RNND,5,0.021042887369791666,0.001637075206833189,0.08597005208333333,0.007273770122705288,0.04247334798177083,0.00033085349266751224,0.04251912434895833,0.0003719341788856865,2.241744711986233,0.05019232894838264,8.272285355423612,0.05110499012004618,6.030540643437381,0.03708614936883778,1.6094455569752124,0.04091170685210262,2.104e-02 ± 1.64e-03
matched,MATCHED_Impulsive,,Impulsive,7.0,RNND_Zhu,5,0.022308349609375,0.0006736178845680057,0.07835286458333333,0.0025980559816712115,0.04247334798177083,0.00033085349266751224,0.029520670572916664,0.0005239221257325881,2.241744711986233,0.05019232894838264,9.951505383418182,0.07170759768659209,7.709760671431948,0.04803688336771965,1.5645255378634224,0.07969668210353967,2.231e-02 ± 6.74e-04
matched,MATCHED_Impulsive,,Impulsive,7.0,SC,5,0.011905924479166666,0.0006937707507454366,0.029166666666666667,0.0015056438234049105,,0.0,,0.0,,0.0,,0.0,,0.0,2.520712028323639,0.11312507831951854,1.191e-02 ± 6.94e-04
matched,MATCHED_Rayleigh,,Rayleigh,0.0,CNN_RNND,5,0.285528564453125,0.0017297871301848783,0.7652506510416668,0.008387413971723956,0.21169637044270834,0.0006309980266991221,0.21193440755208334,0.0007447946082681729,-6.231190958613324,0.025899440620617126,1.889471722966605,0.022076682406375645,8.120662681579928,0.04017112465037601,1.1927079280364221,0.0946219263449874,2.855e-01 ± 1.73e-03
matched,MATCHED_Rayleigh,,Rayleigh,0.0,ML,5,0.19875284830729167,0.0021858318151824294,0.458349609375,0.0041293539836853065,,0.0,,0.0,,0.0,,0.0,,0.0,0.9445729157656994,0.033076127329321955,1.988e-01 ± 2.19e-03
matched,MATCHED_Rayleigh,,Rayleigh,0.0,PNND,5,0.30932210286458334,0.006876994768381532,0.8323404947916666,0.030207594500747333,0.21169637044270834,0.0006309980266991221,,0.0,-6.231190958613324,0.025899440620617126,,0.0,,0.0,0.951550437851741,0.032063352462464605,3.093e-01 ± 6.88e-03
matched,MATCHED_Rayleigh,,Rayleigh,0.0,Proposed_CA_CNN_RNND,5,0.2209493001302083,0.0037418887267526325,0.6330078125,0.0072122793550640826,0.21169637044270834,0.0006309980266991221,0.2134521484375,0.001054811735253613,-6.231190958613324,0.025899440620617126,2.518645629109287,0.01707917800550609,8.749836587722612,0.036118307173970174,1.132745380042858,0.028192086574625578,2.209e-01 ± 3.74e-03
matched,MATCHED_Rayleigh,,Rayleigh,0.0,RNND_Zhu,5,0.2872965494791667,0.002511641794373508,0.7318196614583333,0.005994192367987217,0.21169637044270834,0.0006309980266991221,0.19671732584635418,0.0009618579269355348,-6.231190958613324,0.025899440620617126,2.3200645042526915,0.021337733765737235,8.551255462866015,0.017203172753494516,1.1422426268836716,0.056345980604952196,2.873e-01 ± 2.51e-03
matched,MATCHED_Rayleigh,,Rayleigh,0.0,SC,5,0.19994303385416667,0.001881991548191149,0.4624348958333333,0.0029147296104417007,,0.0,,0.0,,0.0,,0.0,,0.0,2.121205337365003,0.08572733932829305,1.999e-01 ± 1.88e-03
matched,MATCHED_Rayleigh,,Rayleigh,1.0,CNN_RNND,5,0.24962565104166665,0.004238364389271142,0.7005859375,0.012064104675132293,0.1888031005859375,0.0016422699762590623,0.18887430826822915,0.0016061980531631946,-5.267883139415895,0.02242399129126436,2.3545624146248523,0.03220926991042112,7.622445554040747,0.016500406913301572,1.13986193165753,0.030702873825400753,2.496e-01 ± 4.24e-03
matched,MATCHED_Rayleigh,,Rayleigh,1.0,ML,5,0.15405069986979167,0.0025477294047804235,0.3613444010416667,0.005326643920964468,,0.0,,0.0,,0.0,,0.0,,0.0,0.9975396987253287,0.06735692536203897,1.541e-01 ± 2.55e-03
matched,MATCHED_Rayleigh,,Rayleigh,1.0,PNND,5,0.2784281412760417,0.008091765237105376,0.7848307291666666,0.042610796759942206,0.1888031005859375,0.0016422699762590623,,0.0,-5.267883139415895,0.02242399129126436,,0.0,,0.0,0.9151185092074835,0.030554491946972386,2.784e-01 ± 8.09e-03
matched,MATCHED_Rayleigh,,Rayleigh,1.0,Proposed_CA_CNN_RNND,5,0.17928059895833331,0.002908453105165418,0.5411295572916667,0.006791128406375043,0.1888031005859375,0.0016422699762590623,0.1906575520833333,0.001540471972884229,-5.267883139415895,0.02242399129126436,2.969014555816015,0.021516241765137015,8.23689769523191,0.02568250306441402,1.121646240183812,0.03258976540746966,1.793e-01 ± 2.91e-03
matched,MATCHED_Rayleigh,,Rayleigh,1.0,RNND_Zhu,5,0.248907470703125,0.0019880015416517374,0.6594563802083333,0.005399256382670936,0.1888031005859375,0.0016422699762590623,0.16878763834635419,0.0013786165562297461,-5.267883139415895,0.02242399129126436,2.9514554199662597,0.021749698789984437,8.219338559382155,0.011899965507047177,1.0989129881030144,0.03861660487687943,2.489e-01 ± 1.99e-03
matched,MATCHED_Rayleigh,,Rayleigh,1.0,SC,5,0.15465494791666665,0.003014651734424761,0.36432291666666666,0.005706313822494847,,0.0,,0.0,,0.0,,0.0,,0.0,2.102277846915968,0.09641513547138414,1.547e-01 ± 3.01e-03
matched,MATCHED_Rayleigh,,Rayleigh,2.0,CNN_RNND,5,0.21199951171875,0.0031467044947232573,0.6267252604166667,0.010545788618736753,0.16763814290364584,0.0008873087520787556,0.16769612630208333,0.0009162165555391182,-4.2618398922991885,0.023685164490094186,2.841860859548705,0.01931620895737922,7.103700751847893,0.014617780013946485,1.1221011542753936,0.017853576722512504,2.120e-01 ± 3.15e-03
matched,MATCHED_Rayleigh,,Rayleigh,2.0,ML,5,0.11285603841145833,0.0015214202164352648,0.2666178385416667,0.003926289337327108,,0.0,,0.0,,0.0,,0.0,,0.0,0.9390796549268998,0.033992071634395556,1.129e-01 ± 1.52e-03
matched,MATCHED_Rayleigh,,Rayleigh,2.0,PNND,5,0.24527384440104166,0.013217663403780224,0.7298828125000001,0.05919618394132568,0.16763814290364584,0.0008873087520787556,,0.0,-4.2618398922991885,0.023685164490094186,,0.0,,0.0,0.8939863562318351,0.023397891417053406,2.453e-01 ± 1.32e-02
matched,MATCHED_Rayleigh,,Rayleigh,2.0,Proposed_CA_CNN_RNND,5,0.13905436197916665,0.0010225438154528137,0.4424641927083333,0.006834241868695232,0.16763814290364584,0.0008873087520787556,0.1684234619140625,0.0012642540842576814,-4.2618398922991885,0.023685164490094186,3.462683253110312,0.025274515380879405,7.724523145409501,0.019478947108415856,1.0978715996164587,0.019988286743654007,1.391e-01 ± 1.02e-03
matched,MATCHED_Rayleigh,,Rayleigh,2.0,RNND_Zhu,5,0.2107177734375,0.0022814098125085846,0.579443359375,0.006573788254105855,0.16763814290364584,0.0008873087520787556,0.14317728678385416,0.0010673968609017839,-4.2618398922991885,0.023685164490094186,3.621470324758598,0.023185911320416808,7.883310217057786,0.017635389354566905,1.0907406419846666,0.03152067402307918,2.107e-01 ± 2.28e-03
matched,MATCHED_Rayleigh,,Rayleigh,2.0,SC,5,0.1135986328125,0.0013917302003413692,0.269287109375,0.004047796261538374,,0.0,,0.0,,0.0,,0.0,,0.0,2.134050193565902,0.17664621849792733,1.136e-01 ± 1.39e-03
matched,MATCHED_Rayleigh,,Rayleigh,3.0,CNN_RNND,5,0.17548014322916666,0.004412793255508652,0.5432291666666667,0.016681096664885795,0.1466796875,0.0006761344502390506,0.14680582682291665,0.0006983051997801915,-3.257194994126152,0.045899722623892865,3.3785468371120446,0.016709917676253353,6.635741831238197,0.04277218288954439,1.1258544304837415,0.03798169518165605,1.755e-01 ± 4.41e-03
matched,MATCHED_Rayleigh,,Rayleigh,3.0,ML,5,0.07716267903645832,0.0014962018823017232,0.18400065104166666,0.003897338875471576,,0.0,,0.0,,0.0,,0.0,,0.0,0.956740818007044,0.04699948711909272,7.716e-02 ± 1.50e-03
matched,MATCHED_Rayleigh,,Rayleigh,3.0,PNND,5,0.2142679850260417,0.015330240761971276,0.6643066406250001,0.07465781458538803,0.1466796875,0.0006761344502390506,,0.0,-3.257194994126152,0.045899722623892865,,0.0,,0.0,0.8983953136976197,0.03636944815795687,2.143e-01 ± 1.53e-02
matched,MATCHED_Rayleigh,,Rayleigh,3.0,Proposed_CA_CNN_RNND,5,0.10488688151041665,0.002145455439017119,0.348974609375,0.005266940663449476,0.1466796875,0.0006761344502390506,0.1470977783203125,0.0010810229560891576,-3.257194994126152,0.045899722623892865,4.0204696483232265,0.02485556757726589,7.2776646424493805,0.04566456484717582,1.1013275695859193,0.01918045588091642,1.049e-01 ± 2.15e-03
matched,MATCHED_Rayleigh,,Rayleigh,3.0,RNND_Zhu,5,0.17257893880208336,0.002971774256278155,0.4938313802083333,0.010317232478191354,0.1466796875,0.0006761344502390506,0.1192230224609375,0.0007595103874882339,-3.257194994126152,0.045899722623892865,4.356600865951039,0.03954510288565446,7.613795860077191,0.022605658718823165,1.087331332882968,0.04759466258169129,1.726e-01 ± 2.97e-03
matched,MATCHED_Rayleigh,,Rayleigh,3.0,SC,5,0.07740275065104166,0.0014726466294662172,0.18531901041666668,0.004257281753482452,,0.0,,0.0,,0.0,,0.0,,0.0,2.1033976054241066,0.12155688636819419,7.740e-02 ± 1.47e-03
matched,MATCHED_Rayleigh,,Rayleigh,4.0,CNN_RNND,5,0.14065958658854166,0.004785401041771798,0.4593912760416667,0.021157836889608133,0.126556396484375,0.00024241259755030607,0.12670796712239585,0.00036520997757549144,-2.2846132390006013,0.05093624022688011,3.958961713169039,0.010355651903548499,6.243574952169641,0.05886483431740122,1.131111652815283,0.03145088236688566,1.407e-01 ± 4.79e-03
matched,MATCHED_Rayleigh,,Rayleigh,4.0,ML,5,0.050002034505208334,0.0010113762562611347,0.12102864583333332,0.0018381841814502173,,0.0,,0.0,,0.0,,0.0,,0.0,1.0004184578823092,0.08430259177242093,5.000e-02 ± 1.01e-03
matched,MATCHED_Rayleigh,,Rayleigh,4.0,PNND,5,0.18131306966145835,0.016666235582915963,0.5969726562500001,0.0930814855580564,0.126556396484375,0.00024241259755030607,,0.0,-2.2846132390006013,0.05093624022688011,,0.0,,0.0,0.912480061288079,0.026258973155338313,1.813e-01 ± 1.67e-02
matched,MATCHED_Rayleigh,,Rayleigh,4.0,Proposed_CA_CNN_RNND,5,0.07512410481770833,0.0012465599527282777,0.26360677083333334,0.0064134110122332985,0.126556396484375,0.00024241259755030607,0.12695515950520833,0.000372924027734346,-2.2846132390006013,0.05093624022688011,4.631008654506639,0.012414580928996343,6.915621893507239,0.06110795427288299,1.1039025044586501,0.0272854233686139,7.512e-02 ± 1.25e-03
matched,MATCHED_Rayleigh,,Rayleigh,4.0,RNND_Zhu,5,0.13557942708333334,0.0017590383093821003,0.407763671875,0.010476196575988724,0.126556396484375,0.00024241259755030607,0.09774678548177085,0.0005853667835282843,-2.2846132390006013,0.05093624022688011,5.147032665205818,0.0304770734529646,7.43164590420642,0.07884676467988143,1.077410142139949,0.042581623062921375,1.356e-01 ± 1.76e-03
matched,MATCHED_Rayleigh,,Rayleigh,4.0,SC,5,0.05038655598958334,0.0011772122523508858,0.122314453125,0.0015916021497076754,,0.0,,0.0,,0.0,,0.0,,0.0,2.0997987974169523,0.09527844235490984,5.039e-02 ± 1.18e-03
matched,MATCHED_Rayleigh,,Rayleigh,5.0,CNN_RNND,5,0.111871337890625,0.005184778953664189,0.384521484375,0.019917379965039735,0.10887858072916667,0.0009566948422693724,0.10893452962239585,0.0008760384880678061,-1.3047514042358699,0.03229380471066236,4.539142259593281,0.03342637771540822,5.843893663829149,0.031141733628294595,1.125625082446883,0.033445345693776815,1.119e-01 ± 5.18e-03
matched,MATCHED_Rayleigh,,Rayleigh,5.0,ML,5,0.03088785807291667,0.0013107685660250022,0.07493489583333332,0.0028281232390096798,,0.0,,0.0,,0.0,,0.0,,0.0,0.9815044090070538,0.09609746137103757,3.089e-02 ± 1.31e-03
matched,MATCHED_Rayleigh,,Rayleigh,5.0,PNND,5,0.154315185546875,0.01952346991183989,0.531201171875,0.10986752499519782,0.10887858072916667,0.0009566948422693724,,0.0,-1.3047514042358699,0.03229380471066236,,0.0,,0.0,0.8997479956936634,0.00994461024111653,1.543e-01 ± 1.95e-02
matched,MATCHED_Rayleigh,,Rayleigh,5.0,Proposed_CA_CNN_RNND,5,0.052553304036458325,0.001868499485570031,0.19459635416666668,0.008047675593938767,0.10887858072916667,0.0009566948422693724,0.10934956868489583,0.0009033523874631078,-1.3047514042358699,0.03229380471066236,5.256373528523712,0.029622740330233193,6.561124932759583,0.02044770353665957,1.0981833990323746,0.02502462820973627,5.255e-02 ± 1.87e-03
matched,MATCHED_Rayleigh,,Rayleigh,5.0,RNND_Zhu,5,0.10589396158854165,0.002062646159057061,0.33111979166666666,0.009378764491678392,0.10887858072916667,0.0009566948422693724,0.0795745849609375,0.000868813528166914,-1.3047514042358699,0.03229380471066236,5.944204973553189,0.04636920554638118,7.248956377789059,0.019745401390614814,1.0532789550173525,0.02958771101781826,1.059e-01 ± 2.06e-03
matched,MATCHED_Rayleigh,,Rayleigh,5.0,SC,5,0.03115641276041666,0.0013613599374886055,0.07571614583333333,0.00257192360353232,,0.0,,0.0,,0.0,,0.0,,0.0,2.143904866140171,0.06589895837385547,3.116e-02 ± 1.36e-03
matched,MATCHED_Rayleigh,,Rayleigh,6.0,CNN_RNND,5,0.08525187174479167,0.005974606087800011,0.307275390625,0.023369967335351828,0.09218851725260417,0.0007024661409298391,0.09219970703125,0.0006722377431199048,-0.2750865756209834,0.01588877786729216,5.179563925060302,0.02573372548670936,5.454650500681285,0.012824878515588365,1.1084718911054854,0.02330843575269867,8.525e-02 ± 5.97e-03
matched,MATCHED_Rayleigh,,Rayleigh,6.0,ML,5,0.01803792317708333,0.0010200309957701307,0.04402669270833333,0.0022152763002630514,,0.0,,0.0,,0.0,,0.0,,0.0,0.9458230313915313,0.051730596278000106,1.804e-02 ± 1.02e-03
matched,MATCHED_Rayleigh,,Rayleigh,6.0,PNND,5,0.12826944986979166,0.02099178156570459,0.4630859375,0.12385867999050428,0.09218851725260417,0.0007024661409298391,,0.0,-0.2750865756209834,0.01588877786729216,,0.0,,0.0,0.8981573065132883,0.028622114548082916,1.283e-01 ± 2.10e-02
matched,MATCHED_Rayleigh,,Rayleigh,6.0,Proposed_CA_CNN_RNND,5,0.036238606770833334,0.0019799823084168233,0.13946940104166666,0.007982813573600644,0.09218851725260417,0.0007024661409298391,0.09249471028645832,0.0007266541603225055,-0.2750865756209834,0.01588877786729216,5.941769490981688,0.02300540828016308,6.216856066602672,0.028297381801824072,1.116956724445117,0.021170339409152788,3.624e-02 ± 1.98e-03
matched,MATCHED_Rayleigh,,Rayleigh,6.0,RNND_Zhu,5,0.07908935546875,0.0016180936789989924,0.25838216145833337,0.009649647693868252,0.09218851725260417,0.0007024661409298391,0.06373799641927083,0.0006554829584187509,-0.2750865756209834,0.01588877786729216,6.803969397550581,0.04259297756842038,7.079055973171566,0.04144223426990017,1.0544167158362447,0.03220637148246705,7.909e-02 ± 1.62e-03
matched,MATCHED_Rayleigh,,Rayleigh,6.0,SC,5,0.0179931640625,0.0008790675356722546,0.04412434895833334,0.0017768115689636838,,0.0,,0.0,,0.0,,0.0,,0.0,2.1669569984320938,0.09054242352578432,1.799e-02 ± 8.79e-04
matched,MATCHED_Rayleigh,,Rayleigh,7.0,CNN_RNND,5,0.06393025716145834,0.004100263733073563,0.24111328125,0.017051377375240474,0.07732645670572916,0.0004800931182401701,0.07731831868489583,0.0005360231107800594,0.697243034887864,0.029231383121979974,5.832454021399847,0.01827322336029368,5.135210986511983,0.019926468568340853,1.0817767095735082,0.023195446638596833,6.393e-02 ± 4.10e-03
matched,MATCHED_Rayleigh,,Rayleigh,7.0,ML,5,0.009749348958333333,0.00020655488845823956,0.024007161458333332,0.0006303683831717801,,0.0,,0.0,,0.0,,0.0,,0.0,0.9508552068382414,0.04490605978409762,9.749e-03 ± 2.07e-04
matched,MATCHED_Rayleigh,,Rayleigh,7.0,PNND,5,0.106024169921875,0.022627735921071014,0.401708984375,0.14068093070632998,0.07732645670572916,0.0004800931182401701,,0.0,0.697243034887864,0.029231383121979974,,0.0,,0.0,0.8910590357421219,0.013397972955121391,1.060e-01 ± 2.26e-02
matched,MATCHED_Rayleigh,,Rayleigh,7.0,Proposed_CA_CNN_RNND,5,0.023663330078125,0.0010612972579671373,0.09513346354166666,0.004708462221075062,0.07732645670572916,0.0004800931182401701,0.07732747395833334,0.0005508847864532153,0.697243034887864,0.029231383121979974,6.664443471677086,0.045284922344780064,5.967200436789222,0.05454629404053705,1.1131251824281208,0.04612044979177735,2.366e-02 ± 1.06e-03
matched,MATCHED_Rayleigh,,Rayleigh,7.0,RNND_Zhu,5,0.058538818359375,0.0016075906532316332,0.1968912760416667,0.00848866182720406,0.07732645670572916,0.0004800931182401701,0.05064595540364584,0.0005306023127599982,0.697243034887864,0.029231383121979974,7.651691249890531,0.03200867243099911,6.9544482150026665,0.035191945721008505,1.074521613494047,0.01971129780950386,5.854e-02 ± 1.61e-03
matched,MATCHED_Rayleigh,,Rayleigh,7.0,SC,5,0.009796142578125,0.00030168014783400326,0.024218750000000004,0.0007061814176405158,,0.0,,0.0,,0.0,,0.0,,0.0,2.192112452803485,0.0621010450993249,9.796e-03 ± 3.02e-04
matched,MATCHED_RicianLOS,,RicianLOS,0.0,CNN_RNND,5,0.22039591471354164,0.0019818211205310165,0.6298990885416667,0.008676710336765528,0.18106994628906253,0.0005072945006902988,0.18118286132812497,0.0005082192381509132,-2.6697593085263525,0.024073951060215468,2.5576061299017363,0.026624762732651415,5.227365438428088,0.034600431021627825,1.1479601236411932,0.05471980686433613,2.204e-01 ± 1.98e-03
matched,MATCHED_RicianLOS,,RicianLOS,0.0,ML,5,0.15542195638020834,0.0031372687123028442,0.3626790364583333,0.0056577098781995985,,0.0,,0.0,,0.0,,0.0,,0.0,0.9546982577527766,0.04075251470094835,1.554e-01 ± 3.14e-03
matched,MATCHED_RicianLOS,,RicianLOS,0.0,PNND,5,0.218182373046875,0.0014374142853894516,0.6092610677083333,0.003020729852416698,0.18106994628906253,0.0005072945006902988,,0.0,-2.6697593085263525,0.024073951060215468,,0.0,,0.0,0.9362170089843858,0.031446599369389386,2.182e-01 ± 1.44e-03
matched,MATCHED_RicianLOS,,RicianLOS,0.0,Proposed_CA_CNN_RNND,5,0.17797241210937498,0.0010156899211381206,0.539111328125,0.004951034366755582,0.18106994628906253,0.0005072945006902988,0.1818878173828125,0.0005859432396784167,-2.6697593085263525,0.024073951060215468,3.0285034366611425,0.009099534829288223,5.6982627451874945,0.025692822219849497,1.1541975785197187,0.045238571109916345,1.780e-01 ± 1.02e-03
matched,MATCHED_RicianLOS,,RicianLOS,0.0,RNND_Zhu,5,0.20975545247395835,0.0010298495754099777,0.5530110677083333,0.00473042368042686,0.18106994628906253,0.0005072945006902988,0.1401641845703125,0.0007275454345242028,-2.6697593085263525,0.024073951060215468,3.6889304137180914,0.022919629299885884,6.358689722244444,0.02712509877922352,1.1294726239915085,0.05056057582519059,2.098e-01 ± 1.03e-03
matched,MATCHED_RicianLOS,,RicianLOS,0.0,SC,5,0.15630696614583334,0.003194769218539251,0.3659016927083333,0.005639771739498059,,0.0,,0.0,,0.0,,0.0,,0.0,2.112425765214236,0.07677821652556752,1.563e-01 ± 3.19e-03
matched,MATCHED_RicianLOS,,RicianLOS,1.0,CNN_RNND,5,0.17587483723958333,0.0021180166612677583,0.53134765625,0.012812718748794293,0.15665181477864584,0.0007003638275924264,0.156854248046875,0.000620100783751047,-1.6583048258439654,0.017564934118720402,3.1962754268441382,0.031230686928920528,4.854580252688104,0.032194611778623226,1.1052116519749688,0.016862877190710945,1.759e-01 ± 2.12e-03
matched,MATCHED_RicianLOS,,RicianLOS,1.0,ML,5,0.109124755859375,0.0019321587886175315,0.25901692708333335,0.0033600270823744634,,0.0,,0.0,,0.0,,0.0,,0.0,0.9963020659142785,0.0757314274688953,1.091e-01 ± 1.93e-03
matched,MATCHED_RicianLOS,,RicianLOS,1.0,PNND,5,0.17515258789062502,0.0015632528239875932,0.5120768229166666,0.005172799008982904,0.15665181477864584,0.0007003638275924264,,0.0,-1.6583048258439654,0.017564934118720402,,0.0,,0.0,0.9146308949918117,0.04213884513585955,1.752e-01 ± 1.56e-03
matched,MATCHED_RicianLOS,,RicianLOS,1.0,Proposed_CA_CNN_RNND,5,0.13385009765625,0.0018327352088168124,0.4287109375,0.0059813069091838944,0.15665181477864584,0.0007003638275924264,0.15701497395833336,0.0007196891432175776,-1.6583048258439654,0.017564934118720402,3.6124132741668182,0.017125337371529485,5.270718100010784,0.026501132396870592,1.1427768394393447,0.04842516514264493,1.339e-01 ± 1.83e-03
matched,MATCHED_RicianLOS,,RicianLOS,1.0,RNND_Zhu,5,0.16631673177083334,0.0019473360950808902,0.45341796875,0.006130744385597108,0.15665181477864584,0.0007003638275924264,0.111480712890625,0.0005795773836285748,-1.6583048258439654,0.017564934118720402,4.611569199242126,0.0359194181237494,6.26987402508609,0.04227935331639581,1.0958261232948039,0.047143113283798804,1.663e-01 ± 1.95e-03
matched,MATCHED_RicianLOS,,RicianLOS,1.0,SC,5,0.10991414388020833,0.0016788828940917067,0.26145833333333335,0.002416457813928434,,0.0,,0.0,,0.0,,0.0,,0.0,2.0860208849171613,0.05422663305930263,1.099e-01 ± 1.68e-03
matched,MATCHED_RicianLOS,,RicianLOS,2.0,CNN_RNND,5,0.12978922526041664,0.0033550634858594275,0.4195638020833334,0.014896535434493414,0.13059387207031253,0.00038637859892042513,0.13065287272135415,0.0004850999191310659,-0.6423629735843772,0.01943615277513942,3.9654835277087797,0.010741627687579037,4.607846501293157,0.021914864778274805,1.1055534533473597,0.03455864438812649,1.298e-01 ± 3.36e-03
matched,MATCHED_RicianLOS,,RicianLOS,2.0,ML,5,0.06781005859375,0.0008080597781671383,0.162158203125,0.001283642197469432,,0.0,,0.0,,0.0,,0.0,,0.0,0.9363273439551751,0.04131860806209035,6.781e-02 ± 8.08e-04
matched,MATCHED_RicianLOS,,RicianLOS,2.0,PNND,5,0.129888916015625,0.0014351664217055098,0.4034993489583333,0.005340612986604259,0.13059387207031253,0.00038637859892042513,,0.0,-0.6423629735843772,0.01943615277513942,,0.0,,0.0,0.9129107903997162,0.02843230851555062,1.299e-01 ± 1.44e-03
matched,MATCHED_RicianLOS,,RicianLOS,2.0,Proposed_CA_CNN_RNND,5,0.091632080078125,0.0007807504858423364,0.3128580729166667,0.0057609485750845174,0.13059387207031253,0.00038637859892042513,0.13106180826822916,0.0007307014746255104,-0.6423629735843772,0.01943615277513942,4.342258249954904,0.011705558339180726,4.984621223539281,0.012046532305799293,1.105848307740113,0.047088515609634514,9.163e-02 ± 7.81e-04
matched,MATCHED_RicianLOS,,RicianLOS,2.0,RNND_Zhu,5,0.11973673502604165,0.002044887753355486,0.3433919270833333,0.0062775217846164555,0.13059387207031253,0.00038637859892042513,0.084271240234375,0.00046344481306449803,-0.6423629735843772,0.01943615277513942,5.740894222500747,0.028064755270676034,6.383257196085124,0.03793083535501985,1.0989715349296603,0.050256449519495504,1.197e-01 ± 2.04e-03
